#Selection name: Selection 4
#Area (µm^2): 3190188.54
Cell ID,Cluster,Transcripts,Area (µm^2)
lmhpngpi-1,Cluster 2,0,113.16
lnojdgpo-1,Cluster 2,2,96.77
lmiibcop-1,Cluster 2,1,64.03
lmikklgl-1,Cluster 2,0,72.75
lnoeemoj-1,Cluster 2,0,62.09
lmigjnha-1,Cluster 2,0,54.77
lmiejjke-1,Cluster 2,0,27.95
lmiemlbl-1,Cluster 2,0,52.47
lmignhpk-1,Cluster 2,0,60.51
lnoampne-1,Cluster 2,0,76.09
mfodpkop-1,Cluster 2,0,48.86
lnonohcp-1,Cluster 2,1,65.21
lnoclfma-1,Cluster 2,0,37.48
lnobdbpg-1,Cluster 2,1,94.65
lmieedjb-1,Cluster 2,0,45.11
lmijonlm-1,Cluster 2,0,105.94
lnpeidmg-1,Cluster 2,1,145.45
lnodhbag-1,Cluster 2,0,48.05
loahbnhi-1,Cluster 2,0,51.12
lnojokmi-1,Cluster 2,0,61.01
lnpanbfd-1,Cluster 2,0,60.15
lnokpigf-1,Cluster 2,1,131.22
lnpgcenm-1,Cluster 2,1,78.39
lmiihkbn-1,Cluster 2,0,45.02
lnogddpi-1,Cluster 2,0,87.56
loampldk-1,Cluster 2,0,19.60
loannghi-1,Cluster 2,0,12.42
lobicbcm-1,Cluster 1,0,122.01
loannbgd-1,Cluster 1,0,174.89
lnmackbk-1,Cluster 1,2,113.21
loabnbpm-1,Cluster 1,2,120.52
ohaebfho-1,Cluster 2,1,236.57
lnlonlpk-1,Cluster 2,0,27.68
lnldkeni-1,Cluster 2,0,78.03
lnlmjnmk-1,Cluster 1,1,163.96
loagdpjd-1,Cluster 1,0,124.99
lnejkghh-1,Cluster 2,0,26.91
lneicoid-1,Cluster 2,0,46.96
lnehddpn-1,Cluster 1,0,162.43
lnlknjje-1,Cluster 2,1,92.03
lnlofcie-1,Cluster 2,0,65.52
lnlmnled-1,Cluster 1,0,77.94
loalkfpp-1,Cluster 2,0,32.47
lnmbemmk-1,Cluster 2,0,11.38
lnlljimi-1,Cluster 2,0,70.62
loajcdld-1,Cluster 1,0,88.46
loajlddg-1,Cluster 2,0,47.64
ohanofcb-1,Cluster 2,0,80.51
lnlamjlo-1,Cluster 1,1,146.22
lnlfjmaj-1,Cluster 1,0,91.49
lmoinime-1,Cluster 2,1,71.62
lnlgpeeg-1,Cluster 1,0,139.94
loajmfai-1,Cluster 2,0,99.89
lnlkcldg-1,Cluster 1,0,157.82
loaklmch-1,Cluster 2,0,28.63
lnlkhbej-1,Cluster 1,2,110.23
lnlkakgp-1,Cluster 2,0,44.61
lnljecbe-1,Cluster 2,0,33.37
lnlhkbka-1,Cluster 1,2,90.27
emipadbl-1,Cluster 1,0,18.88
hhpgahgd-1,Cluster 1,0,186.31
hikphalj-1,Cluster 2,1,38.29
hglmlklb-1,Cluster 2,1,93.20
hghjfdfh-1,Cluster 2,0,68.64
hghjfiij-1,Cluster 2,2,58.61
hhofbjen-1,Cluster 2,0,55.32
hghfkhoo-1,Cluster 2,0,67.64
himclhof-1,Cluster 2,0,11.65
hghcghae-1,Cluster 2,2,84.58
hglojcnd-1,Cluster 2,0,22.94
hgmafkkl-1,Cluster 2,0,40.51
hhpaaidk-1,Cluster 1,0,99.34
hglmhmkj-1,Cluster 2,0,57.89
hgknegje-1,Cluster 2,0,64.80
hgmcdfjc-1,Cluster 2,0,36.44
hgmbjmmp-1,Cluster 2,0,34.63
hhonapgk-1,Cluster 2,0,62.09
hgknigjo-1,Cluster 2,0,43.17
hhoefefo-1,Cluster 2,0,32.78
hgjpjnbk-1,Cluster 2,0,77.80
hgkamjbc-1,Cluster 2,1,35.31
hgleedkf-1,Cluster 2,1,42.18
hhomiplg-1,Cluster 2,0,86.16
hgkoinni-1,Cluster 2,1,55.14
oebigadh-1,Cluster 2,0,99.61
hglihaad-1,Cluster 2,0,96.82
hhnkpjhg-1,Cluster 2,1,75.46
hgmbgjkc-1,Cluster 2,1,61.73
hgkoogfd-1,Cluster 2,1,56.94
hhnlapko-1,Cluster 2,0,23.80
hhnieoon-1,Cluster 2,0,31.47
hgkkmbni-1,Cluster 2,0,34.27
hhnhhmgk-1,Cluster 2,0,74.15
hgkfhmcm-1,Cluster 2,0,43.08
hhohaidm-1,Cluster 2,0,66.06
hhncafdo-1,Cluster 2,1,48.32
hgkjjjdf-1,Cluster 2,2,77.80
hgnjdbjj-1,Cluster 2,1,57.08
hhpofmke-1,Cluster 1,0,59.56
oedbeocl-1,Cluster 2,1,206.05
hhpdblmj-1,Cluster 2,0,46.69
hhodnalm-1,Cluster 2,0,57.80
hgnolikp-1,Cluster 2,0,56.54
hgllljmm-1,Cluster 2,0,48.99
hghkgkek-1,Cluster 2,0,60.19
hhobjgfm-1,Cluster 2,0,15.71
hgmmpjak-1,Cluster 2,1,20.18
hgmnjdag-1,Cluster 2,0,68.82
hgmojhko-1,Cluster 2,1,49.08
hgmfmlcp-1,Cluster 2,0,13.14
hhoaoaml-1,Cluster 2,0,6.64
hgmcfkja-1,Cluster 2,0,54.73
hgljgiha-1,Cluster 2,1,65.30
hgmkpmgg-1,Cluster 1,0,182.34
hgmmlebh-1,Cluster 2,0,90.36
hgmmjngd-1,Cluster 2,0,27.46
hgmfcegi-1,Cluster 2,0,32.92
hgmeolnh-1,Cluster 2,0,35.90
hgnofkcm-1,Cluster 2,0,18.11
hghafmho-1,Cluster 2,0,52.43
hghainfh-1,Cluster 2,0,71.12
hghamipe-1,Cluster 2,1,102.55
hglihknc-1,Cluster 2,1,41.81
hghbflie-1,Cluster 2,1,75.50
hgnojplk-1,Cluster 2,2,62.23
hhpocifo-1,Cluster 1,0,62.77
hghbbmch-1,Cluster 2,0,82.55
hghonglh-1,Cluster 2,0,71.12
hghnbcod-1,Cluster 2,0,11.97
hgmegbpg-1,Cluster 1,0,79.79
hghmdbab-1,Cluster 2,0,29.62
hghlanim-1,Cluster 2,0,34.45
hghegiob-1,Cluster 2,1,46.15
hghjfpkp-1,Cluster 2,1,53.74
hghcmeoa-1,Cluster 1,0,62.90
hgmamkib-1,Cluster 2,0,61.41
hilocdfk-1,Cluster 1,3,190.47
himbbkfk-1,Cluster 1,1,180.40
gofpaakl-1,Cluster 1,1,54.55
gofnbdif-1,Cluster 2,0,59.74
himdibfb-1,Cluster 1,0,158.63
hiljojce-1,Cluster 1,1,130.82
gogkkbic-1,Cluster 2,0,61.28
gofmonbf-1,Cluster 1,0,106.48
himbklgb-1,Cluster 1,0,301.96
gmgdinid-1,Cluster 2,0,59.56
hikjfofb-1,Cluster 1,0,43.12
hiklkind-1,Cluster 1,0,34.18
gofmomac-1,Cluster 1,0,107.70
hilcnjbf-1,Cluster 1,0,138.27
hikemkaa-1,Cluster 1,2,167.21
glnomahf-1,Cluster 1,0,98.31
gofmofcf-1,Cluster 1,0,68.82
gofnlncn-1,Cluster 1,0,92.89
himdegfk-1,Cluster 1,4,278.30
gofoloji-1,Cluster 1,5,151.73
gofmjeml-1,Cluster 1,0,100.97
glonilmb-1,Cluster 1,1,142.06
glnmkmfm-1,Cluster 1,0,169.52
hilignnj-1,Cluster 1,0,137.09
glnmopbj-1,Cluster 1,1,145.27
gloodbke-1,Cluster 1,0,122.78
glolhofp-1,Cluster 1,2,82.82
himdheak-1,Cluster 1,3,165.32
glnmonab-1,Cluster 1,0,39.60
glonjbfo-1,Cluster 1,2,52.16
hikhgeho-1,Cluster 1,1,114.92
glomjadk-1,Cluster 1,1,79.07
odijaiao-1,Cluster 2,0,32.02
hilbokja-1,Cluster 2,0,69.77
odkbokpl-1,Cluster 2,0,224.07
gloimgdi-1,Cluster 1,0,56.72
hikokolb-1,Cluster 2,0,14.27
gmaekeho-1,Cluster 1,0,46.06
gmbaooli-1,Cluster 1,3,130.73
gmacpjao-1,Cluster 1,6,211.69
hikngdhb-1,Cluster 1,1,171.91
gloifgda-1,Cluster 1,0,62.32
glohkigi-1,Cluster 1,2,179.54
gmaikopi-1,Cluster 1,1,136.78
glofhffl-1,Cluster 1,2,172.63
gmamiaoc-1,Cluster 1,0,23.53
gmamddfi-1,Cluster 1,0,28.00
hileianl-1,Cluster 1,0,53.78
hilgejoe-1,Cluster 2,0,57.75
gmammphg-1,Cluster 1,0,59.79
glnpfamk-1,Cluster 1,0,161.52
hilgpikg-1,Cluster 1,1,99.66
globhcna-1,Cluster 1,1,139.40
gmafbamf-1,Cluster 1,2,68.77
glofmkfm-1,Cluster 1,0,228.17
hikihkmj-1,Cluster 1,2,68.68
globaahj-1,Cluster 1,0,72.93
gmbamibk-1,Cluster 1,1,44.80
hikokjgb-1,Cluster 1,0,94.02
gmalbnpd-1,Cluster 1,1,31.70
hikmhann-1,Cluster 1,0,216.16
glocaenh-1,Cluster 1,1,83.95
himhhekd-1,Cluster 2,0,51.21
gogkbdne-1,Cluster 2,0,66.15
gmgochdi-1,Cluster 1,0,21.31
hijpmepc-1,Cluster 1,0,76.54
hijpdabc-1,Cluster 1,0,115.06
hijneepb-1,Cluster 1,0,62.63
gmgdjigf-1,Cluster 1,2,33.10
hikafajh-1,Cluster 1,5,145.76
gmgcfeaa-1,Cluster 1,0,105.94
hijmfcch-1,Cluster 1,2,75.00
gmgfebej-1,Cluster 1,0,130.19
hijlomhi-1,Cluster 1,2,151.50
hikalhfm-1,Cluster 1,2,127.66
gmgkfgfl-1,Cluster 1,0,74.87
hikdhnjg-1,Cluster 1,3,160.58
gmgllaok-1,Cluster 1,5,153.89
hiohlbdb-1,Cluster 1,1,131.31
gmgmfecp-1,Cluster 1,0,48.81
hinlokid-1,Cluster 1,1,165.23
himidaam-1,Cluster 1,1,87.87
gmgkegig-1,Cluster 1,3,133.35
hiohjdgh-1,Cluster 1,2,133.39
gmgmkado-1,Cluster 1,0,55.68
gmgeibie-1,Cluster 1,2,205.33
himhfmgn-1,Cluster 2,0,9.71
himkmhba-1,Cluster 1,0,62.09
hinaamlh-1,Cluster 1,0,142.42
hiljbolp-1,Cluster 1,1,171.86
hincclbn-1,Cluster 1,0,69.77
himpikdo-1,Cluster 1,2,150.96
hingllkn-1,Cluster 1,0,32.33
hinehoin-1,Cluster 2,1,109.87
hingilmo-1,Cluster 1,0,139.13
hiodkman-1,Cluster 1,0,77.44
hiofdipl-1,Cluster 1,0,48.59
gofjedba-1,Cluster 1,0,126.71
himngfce-1,Cluster 1,1,106.88
hiofliem-1,Cluster 1,0,88.24
hioglcmh-1,Cluster 1,0,24.34
himgkmai-1,Cluster 1,0,98.94
gofljhcd-1,Cluster 2,0,49.76
hiojdalj-1,Cluster 1,0,54.82
hiokokio-1,Cluster 1,1,25.33
hiokpnno-1,Cluster 1,0,108.01
hincmhde-1,Cluster 1,0,67.28
hiodjjbl-1,Cluster 1,1,186.50
goflnadg-1,Cluster 1,1,149.29
himmimpl-1,Cluster 1,0,129.82
gognodjk-1,Cluster 2,0,105.76
himhkgle-1,Cluster 1,0,94.74
gogdfgig-1,Cluster 2,0,46.92
goflchfo-1,Cluster 2,0,55.14
hinbeahh-1,Cluster 1,0,53.83
himdjcpi-1,Cluster 1,0,58.43
himdnddo-1,Cluster 1,0,44.70
himajcch-1,Cluster 1,1,147.53
hiloljej-1,Cluster 1,0,122.46
himgpoph-1,Cluster 1,0,52.56
hinblccl-1,Cluster 1,0,53.92
himfolin-1,Cluster 1,0,51.79
gmhialeg-1,Cluster 1,3,60.55
hiaaibgl-1,Cluster 2,0,72.88
hhplknnm-1,Cluster 1,0,71.89
hgnfdgfo-1,Cluster 2,3,68.59
hipnjnml-1,Cluster 1,0,81.33
hgphomam-1,Cluster 2,0,59.38
hhppgolc-1,Cluster 1,1,243.44
hhpighih-1,Cluster 2,0,44.61
hgnbjfib-1,Cluster 2,0,83.54
hgmpimlo-1,Cluster 2,0,11.24
hgngilbc-1,Cluster 2,0,37.80
hippdnoi-1,Cluster 1,0,56.99
hgnfocoe-1,Cluster 2,0,65.61
hipomegh-1,Cluster 1,1,111.08
hgnefnii-1,Cluster 2,0,43.76
hipkioip-1,Cluster 1,0,47.23
hjaahihd-1,Cluster 1,1,41.14
hgpgcneg-1,Cluster 2,1,49.22
hgphlodk-1,Cluster 2,1,48.81
hgmonocf-1,Cluster 2,0,42.81
hgpcfcad-1,Cluster 2,1,36.13
hgpbjdnc-1,Cluster 2,0,80.65
hgpbbkmb-1,Cluster 2,1,41.95
hgpadnki-1,Cluster 2,3,100.47
hgopbobg-1,Cluster 2,3,58.21
hipllefi-1,Cluster 1,0,20.50
hgoljnbc-1,Cluster 2,0,47.87
hgofigci-1,Cluster 2,0,20.50
hhpoiooe-1,Cluster 1,0,104.09
hhpooblg-1,Cluster 1,4,151.59
oebpdpgj-1,Cluster 2,0,140.80
hgmkakck-1,Cluster 1,0,142.60
hjaoeagp-1,Cluster 1,0,83.58
hjancdil-1,Cluster 1,1,84.26
hgofmcgj-1,Cluster 2,1,69.22
hgmjflbi-1,Cluster 2,0,46.96
hgmgjchk-1,Cluster 2,1,58.48
hgomelmg-1,Cluster 2,2,104.85
hjaofgno-1,Cluster 1,1,46.60
hgoiadjh-1,Cluster 2,1,39.38
hjaplndp-1,Cluster 1,0,44.98
hgmimlgc-1,Cluster 2,0,33.69
hinpcddl-1,Cluster 1,2,196.07
gmgbnfkh-1,Cluster 1,1,19.55
hhoeckla-1,Cluster 2,0,66.06
hhpajhfo-1,Cluster 2,0,51.97
hgooggcp-1,Cluster 2,2,90.36
hgngndek-1,Cluster 2,1,35.94
hipkogam-1,Cluster 1,0,96.14
oedaicdc-1,Cluster 2,0,29.94
hgofiffc-1,Cluster 2,1,59.20
hgocopjd-1,Cluster 2,0,42.85
hgodaekm-1,Cluster 2,1,16.84
hgoddckm-1,Cluster 2,1,62.09
hgmmoada-1,Cluster 2,1,35.63
hgnjbnhn-1,Cluster 2,1,49.27
emaljnil-1,Cluster 2,0,20.95
hfmodngf-1,Cluster 2,0,46.65
emaldhhm-1,Cluster 2,1,30.48
hjahlclj-1,Cluster 1,0,105.98
hgpkmjej-1,Cluster 2,1,24.57
hhphmidc-1,Cluster 1,1,146.71
hfmomceg-1,Cluster 2,0,54.05
hjaeghhc-1,Cluster 1,1,33.37
hfnbienh-1,Cluster 2,1,59.25
hfnbjhfc-1,Cluster 2,1,68.10
hhpgpepl-1,Cluster 2,1,84.58
hfnckook-1,Cluster 2,0,35.99
hfnjmfmc-1,Cluster 2,0,26.46
hjacmaaj-1,Cluster 1,0,29.49
hipdkoep-1,Cluster 1,1,66.74
embikmko-1,Cluster 2,1,105.53
oedchklb-1,Cluster 2,0,126.26
hfnoikdm-1,Cluster 2,0,48.99
emalcnil-1,Cluster 2,0,78.03
hfnfbobi-1,Cluster 1,0,155.02
hhpghnhe-1,Cluster 1,0,80.29
hfnmmmji-1,Cluster 2,1,62.59
hgpkdphh-1,Cluster 2,0,71.39
hfnlmnfo-1,Cluster 2,0,60.42
hfnhnopa-1,Cluster 2,0,95.10
hfnhljag-1,Cluster 2,1,59.11
hgpkcdlp-1,Cluster 2,0,62.86
hfnbkdgn-1,Cluster 2,0,21.81
hjakhfjj-1,Cluster 1,0,85.39
hfnnjdgf-1,Cluster 2,1,32.15
hfnngfak-1,Cluster 2,0,52.47
hhpgcheg-1,Cluster 2,0,35.18
hfngcmbb-1,Cluster 2,1,60.83
embkbgnn-1,Cluster 2,0,25.51
hgpmmplm-1,Cluster 2,1,69.59
hgplmnjb-1,Cluster 2,1,61.37
hgplihei-1,Cluster 2,0,33.64
hhppdhbk-1,Cluster 1,0,135.97
hiabfaib-1,Cluster 2,0,57.94
hgpdnhbl-1,Cluster 1,0,131.86
oedbijab-1,Cluster 2,0,116.23
hgpjbkhj-1,Cluster 2,0,62.54
hhpiejbm-1,Cluster 2,0,64.80
hipfoafd-1,Cluster 1,2,146.13
hihlbhcj-1,Cluster 1,1,27.82
hihkgidh-1,Cluster 1,1,157.69
hihpjgmn-1,Cluster 1,2,159.27
hihpckjp-1,Cluster 1,3,164.96
hihndopc-1,Cluster 1,2,228.99
hipfkngk-1,Cluster 1,1,174.89
gmhnfjdg-1,Cluster 1,1,126.57
gmhofnpf-1,Cluster 1,1,85.07
hipaemml-1,Cluster 1,3,64.48
hiihkoap-1,Cluster 1,1,56.45
hiihfpkg-1,Cluster 1,0,109.19
hiiedldg-1,Cluster 1,1,165.86
hijdflmo-1,Cluster 2,0,64.62
hihnfiao-1,Cluster 1,1,43.98
hiiahphe-1,Cluster 1,0,69.09
hiifdadb-1,Cluster 1,0,31.20
gmhlpiok-1,Cluster 1,2,174.03
hinhieha-1,Cluster 1,0,120.21
hinhbjbb-1,Cluster 1,4,115.15
hinpnomp-1,Cluster 1,0,126.66
hinikfpp-1,Cluster 1,0,147.80
hinpodob-1,Cluster 1,1,162.83
gmhbbpij-1,Cluster 1,0,67.15
gmhakpea-1,Cluster 1,0,57.30
hinnlnpj-1,Cluster 1,3,153.35
hiobanfc-1,Cluster 1,1,36.35
gmgknbdh-1,Cluster 1,1,153.80
gmhlgcpm-1,Cluster 1,2,103.50
gmhnlnpn-1,Cluster 1,0,96.00
gogdpljn-1,Cluster 2,0,59.02
gmhbcaep-1,Cluster 1,0,76.86
gogdoiel-1,Cluster 2,1,119.17
hiibkfaf-1,Cluster 2,0,57.35
hjbhbfbg-1,Cluster 1,2,133.66
hjbddkho-1,Cluster 1,0,96.86
gmhaoime-1,Cluster 1,2,161.43
hjbcffeh-1,Cluster 1,2,154.84
gmhkkmpm-1,Cluster 1,2,68.46
hjbaegpf-1,Cluster 1,2,72.11
hiibhllj-1,Cluster 1,0,24.25
gmhpbgfi-1,Cluster 1,2,186.90
hiibhfkk-1,Cluster 1,0,13.41
hiobkepo-1,Cluster 1,0,42.13
gmfpladd-1,Cluster 1,2,69.09
gmhiaodh-1,Cluster 1,0,76.13
gmhlcega-1,Cluster 1,0,108.24
gmhafdbi-1,Cluster 1,0,30.30
hiicgeip-1,Cluster 2,0,58.03
hijcloap-1,Cluster 2,0,71.66
hinjadhk-1,Cluster 1,0,139.98
hijgfpce-1,Cluster 1,1,123.91
hijlmcno-1,Cluster 1,0,151.23
gmhjgkbk-1,Cluster 1,0,40.37
hinnddgc-1,Cluster 1,0,138.40
odindolj-1,Cluster 2,0,12.87
gmgmjgmf-1,Cluster 1,1,146.08
gmhomkkb-1,Cluster 1,0,48.18
gmhkdbpg-1,Cluster 1,1,29.22
gmhaaokd-1,Cluster 1,0,179.50
gmgbglep-1,Cluster 1,0,104.99
hijleofn-1,Cluster 1,1,78.39
hiihmbej-1,Cluster 1,0,34.45
emmjbhjh-1,Cluster 1,0,68.68
emlnehbk-1,Cluster 1,1,75.14
emlmionj-1,Cluster 1,0,33.78
hihhkihl-1,Cluster 1,0,63.72
higahfgg-1,Cluster 1,1,125.99
higdjloa-1,Cluster 1,1,72.07
emlkfbfh-1,Cluster 1,0,67.33
gogfbaen-1,Cluster 2,0,43.71
emmmhhdg-1,Cluster 1,1,184.06
emmaeajd-1,Cluster 2,0,26.60
emljaocl-1,Cluster 1,0,56.26
emmahpdm-1,Cluster 2,0,31.11
emmbkhoa-1,Cluster 2,0,22.80
hjaklmbm-1,Cluster 1,1,137.05
higaajgb-1,Cluster 1,0,62.81
emmkgdhf-1,Cluster 1,0,38.79
hihadgbl-1,Cluster 1,2,128.92
gmohpadm-1,Cluster 2,0,71.71
hjahpmme-1,Cluster 1,0,172.36
hihfjpfg-1,Cluster 1,4,107.52
hjackkec-1,Cluster 1,0,20.50
hihhbmlk-1,Cluster 1,0,53.06
hiopjhmm-1,Cluster 1,3,132.44
hjaahlgm-1,Cluster 1,0,179.41
hjaceadg-1,Cluster 1,0,74.37
hjafnbmo-1,Cluster 1,3,130.41
hioodekj-1,Cluster 1,2,179.72
hionkkgm-1,Cluster 1,2,107.25
hjahfbgl-1,Cluster 1,2,150.55
hjaaklkl-1,Cluster 1,1,68.14
hiomilcm-1,Cluster 1,0,82.82
hihbafpp-1,Cluster 1,1,59.88
hiolhkik-1,Cluster 1,2,107.56
gogpbkac-1,Cluster 2,1,101.24
hihdeike-1,Cluster 1,0,126.08
higikppd-1,Cluster 1,3,143.33
higfklci-1,Cluster 1,2,117.36
higejidn-1,Cluster 1,2,75.14
hiooapcp-1,Cluster 1,0,45.47
hihcecec-1,Cluster 1,1,160.76
gogdoajl-1,Cluster 2,1,40.28
hihddmfo-1,Cluster 1,0,154.57
higecmak-1,Cluster 1,0,26.51
hjadhgjd-1,Cluster 1,0,32.92
hihjdipa-1,Cluster 1,2,129.46
gogdkebi-1,Cluster 2,0,105.62
gogbjcgm-1,Cluster 2,0,55.14
hiphdgpj-1,Cluster 2,1,36.80
hipbbilh-1,Cluster 1,3,145.90
hipagake-1,Cluster 1,0,63.31
hipkfhbf-1,Cluster 1,2,311.22
hiikojfc-1,Cluster 1,0,60.74
hiopgcie-1,Cluster 1,0,147.62
hioojkof-1,Cluster 1,2,228.85
hiilhbac-1,Cluster 1,3,53.28
hiinjkck-1,Cluster 1,2,61.95
hijbbdok-1,Cluster 1,0,32.60
hihndelc-1,Cluster 1,0,36.53
hihnkcij-1,Cluster 1,1,124.09
hiipomeb-1,Cluster 1,0,15.31
goihlmpo-1,Cluster 2,0,6.73
emnbgenk-1,Cluster 1,0,155.34
embmhplg-1,Cluster 2,2,105.98
emagnmph-1,Cluster 1,0,109.01
emlaiclf-1,Cluster 2,1,46.78
embmfokm-1,Cluster 2,1,32.96
elpienni-1,Cluster 2,1,48.59
hflcngjd-1,Cluster 2,0,48.23
emammpll-1,Cluster 2,0,70.35
emapbdfe-1,Cluster 2,0,35.18
hflibmbm-1,Cluster 2,0,42.99
emalcfij-1,Cluster 1,2,134.39
embbfojc-1,Cluster 2,0,29.85
embinfkc-1,Cluster 2,0,28.13
elpdnkjl-1,Cluster 2,0,67.37
obpiohfi-1,Cluster 2,0,103.95
obpjcjcc-1,Cluster 2,0,18.56
elopikld-1,Cluster 2,0,66.47
hflhlkna-1,Cluster 2,0,50.03
hflbokin-1,Cluster 2,0,50.44
hflipoho-1,Cluster 2,1,65.30
hfkncofh-1,Cluster 2,1,64.08
hflehpoi-1,Cluster 2,2,87.92
embgfgpa-1,Cluster 2,0,61.82
emlbhlff-1,Cluster 2,1,75.09
hfnopbia-1,Cluster 2,0,17.39
hfnphoki-1,Cluster 2,1,87.42
hfmlhodo-1,Cluster 2,1,66.11
hflggbnj-1,Cluster 2,0,35.36
hfkndhbc-1,Cluster 2,0,34.36
hfnonlap-1,Cluster 2,1,51.39
hfknfica-1,Cluster 2,0,11.42
hfkondel-1,Cluster 2,0,75.50
emalpnfg-1,Cluster 2,0,63.67
embicljj-1,Cluster 1,0,199.73
hfnokhgk-1,Cluster 2,1,78.57
emnbomeh-1,Cluster 1,2,185.55
hflicchh-1,Cluster 2,0,61.28
emagkmml-1,Cluster 2,1,33.14
emchdmpf-1,Cluster 2,1,58.48
embpmeid-1,Cluster 2,0,57.03
emccolff-1,Cluster 2,1,53.74
emccnkha-1,Cluster 2,0,60.78
emcbolpo-1,Cluster 2,0,25.92
embogdbl-1,Cluster 1,2,170.24
emcbongf-1,Cluster 2,2,80.38
embocfej-1,Cluster 1,1,125.40
emaiidff-1,Cluster 1,2,133.62
emahampi-1,Cluster 1,0,195.08
embloeoi-1,Cluster 2,0,80.38
elpfmldd-1,Cluster 2,1,52.43
embmmgbg-1,Cluster 1,0,136.28
emoogkii-1,Cluster 1,1,146.94
gofhdcol-1,Cluster 1,1,111.54
emppkjph-1,Cluster 1,3,109.68
emomlkhp-1,Cluster 1,0,79.38
emnnpmcj-1,Cluster 1,0,22.89
gofplgod-1,Cluster 1,2,222.67
empgodfk-1,Cluster 1,0,46.42
emppjidp-1,Cluster 1,0,78.21
emlhbond-1,Cluster 2,0,67.55
emndhfae-1,Cluster 1,3,131.09
emnfijcm-1,Cluster 1,1,65.21
empbhnga-1,Cluster 1,4,181.44
emnflnim-1,Cluster 1,0,49.40
emncaegd-1,Cluster 1,0,113.75
emnpmjbo-1,Cluster 1,0,153.67
emnankpc-1,Cluster 1,0,143.01
emnanibh-1,Cluster 1,2,94.42
emmpmoal-1,Cluster 2,0,73.24
emmmncea-1,Cluster 1,1,84.76
emnfloll-1,Cluster 1,1,81.46
emngdbem-1,Cluster 1,1,143.42
odkampbe-1,Cluster 2,0,199.95
emmhkdla-1,Cluster 1,0,75.68
emnjiajb-1,Cluster 1,0,156.69
goggfomd-1,Cluster 2,0,41.54
gogfjdoh-1,Cluster 2,0,22.80
gogglcoi-1,Cluster 2,0,71.71
emmhbbii-1,Cluster 1,0,54.50
empgogml-1,Cluster 1,2,149.83
emmdjigm-1,Cluster 1,0,173.08
empncddf-1,Cluster 1,1,149.69
emphapmg-1,Cluster 1,0,16.39
empkbonh-1,Cluster 1,2,189.30
empkngam-1,Cluster 2,0,8.35
emlhklip-1,Cluster 1,1,87.65
gohbmfpi-1,Cluster 2,1,93.65
emlgoofi-1,Cluster 1,2,152.49
emlggeah-1,Cluster 1,2,31.38
emlflipl-1,Cluster 1,5,206.54
gogpdmbd-1,Cluster 2,0,23.39
emlefheg-1,Cluster 1,0,83.45
emnoecjd-1,Cluster 1,2,129.46
emlcncph-1,Cluster 1,2,108.56
emlchijn-1,Cluster 1,0,27.64
emlcaikf-1,Cluster 1,1,165.00
emnocjfc-1,Cluster 1,1,168.39
empbnnkc-1,Cluster 1,1,199.73
emlaalai-1,Cluster 2,2,50.58
emnegdkb-1,Cluster 1,0,138.63
emnnlckj-1,Cluster 1,0,67.33
emnnaain-1,Cluster 1,1,175.61
emlbddpd-1,Cluster 1,0,82.18
emnmknbl-1,Cluster 1,1,159.54
emnojlao-1,Cluster 1,3,132.76
emmepkaj-1,Cluster 1,1,63.67
emnjmepk-1,Cluster 1,1,124.50
ehcacdpo-1,Cluster 1,0,199.32
emnjomak-1,Cluster 1,3,79.97
gohcicep-1,Cluster 2,1,99.61
emnkljao-1,Cluster 1,0,77.08
emmiohed-1,Cluster 1,2,177.78
obpkohdb-1,Cluster 2,1,175.03
gojiakfg-1,Cluster 1,0,53.19
gojnapma-1,Cluster 1,0,51.12
gojllgoi-1,Cluster 1,0,59.61
goihlpih-1,Cluster 1,0,39.47
gojkakop-1,Cluster 1,2,151.09
goijfkmc-1,Cluster 1,0,42.72
gojgdlno-1,Cluster 1,1,124.99
goijmkgk-1,Cluster 1,0,47.87
gojhnodh-1,Cluster 1,2,197.02
goipfphn-1,Cluster 1,0,109.19
goikmodc-1,Cluster 1,1,83.27
goipjjdh-1,Cluster 1,0,22.04
gohdhchk-1,Cluster 1,2,139.35
gojhfaja-1,Cluster 1,0,172.90
goiieakh-1,Cluster 1,2,141.52
goiklobg-1,Cluster 1,2,67.19
gohpijlk-1,Cluster 1,2,68.64
gofciefm-1,Cluster 1,0,18.24
gohofhce-1,Cluster 1,0,50.44
enanbahf-1,Cluster 2,1,117.36
emofofmp-1,Cluster 1,0,12.87
gohobaha-1,Cluster 1,3,180.17
emofnemn-1,Cluster 1,0,27.14
goicpdge-1,Cluster 1,1,188.62
enaobaoh-1,Cluster 1,3,186.50
emodllne-1,Cluster 2,0,57.53
goiikjjn-1,Cluster 1,0,193.40
goepacmc-1,Cluster 1,0,102.37
gofanaae-1,Cluster 1,1,98.71
gofhafco-1,Cluster 1,0,171.68
goicllen-1,Cluster 1,0,123.59
goicolmi-1,Cluster 1,1,102.69
goholdjl-1,Cluster 1,0,32.65
goepkjhk-1,Cluster 1,1,163.10
gofhbmgg-1,Cluster 1,1,216.66
gohmgama-1,Cluster 1,0,177.69
abiohnad-1,Cluster 1,2,129.69
goimcfhi-1,Cluster 1,0,93.29
goicdoge-1,Cluster 1,1,44.48
odkdgmic-1,Cluster 1,2,203.11
gofhccoe-1,Cluster 1,0,107.74
